x,y,z,coordinate,t_stat,p_value,cohens_d,depr_mean,control_mean,depr_greater
10,34,24,"(10, 34, 24)",-2.3231,0.024614,-0.646,-0.0177,0.1165,False
23,59,12,"(23, 59, 12)",2.3209,0.02462,0.6378,0.1923,0.0488,True
6,22,17,"(6, 22, 17)",2.3185,0.02464,0.6197,0.251,0.0325,True
57,51,16,"(57, 51, 16)",2.3202,0.024648,0.6364,0.0595,-0.1046,True
24,24,24,"(24, 24, 24)",2.3246,0.024651,0.6528,0.1145,-0.0181,True
52,90,18,"(52, 90, 18)",2.3239,0.024652,0.6508,0.1772,0.013,True
32,89,14,"(32, 89, 14)",2.3183,0.024659,0.6151,0.2514,0.0982,True
21,46,33,"(21, 46, 33)",2.3202,0.024664,0.6378,0.1036,-0.0455,True
58,78,20,"(58, 78, 20)",2.3511,0.024665,0.7088,0.125,-0.0496,True
49,52,29,"(49, 52, 29)",2.3183,0.024665,0.6253,0.0648,-0.0946,True
45,45,31,"(45, 45, 31)",2.3752,0.024676,0.7486,0.0596,-0.092,True
52,23,27,"(52, 23, 27)",-2.3194,0.024677,-0.6055,-0.0382,0.1009,False
30,37,15,"(30, 37, 15)",2.3395,0.024685,0.6881,0.1283,-0.0204,True
46,45,2,"(46, 45, 2)",-2.3575,0.024687,-0.7203,0.0296,0.161,False
29,39,27,"(29, 39, 27)",-2.318,0.024696,-0.6275,-0.0302,0.0835,False
24,92,13,"(24, 92, 13)",-2.3502,0.024704,-0.7083,0.0332,0.1993,False
54,63,8,"(54, 63, 8)",-2.3275,0.024709,-0.663,-0.0127,0.1484,False
42,59,25,"(42, 59, 25)",2.3332,0.02473,0.6767,0.1022,-0.0605,True
63,10,22,"(63, 10, 22)",2.3183,0.024736,0.6338,0.0078,-0.0582,True
48,42,4,"(48, 42, 4)",2.3241,0.024739,0.6552,0.1176,-0.0434,True
50,12,23,"(50, 12, 23)",2.3251,0.02474,0.6579,0.0726,-0.0819,True
13,82,20,"(13, 82, 20)",-2.3406,0.024743,-0.6919,-0.0303,0.1023,False
29,55,9,"(29, 55, 9)",2.3287,0.02478,0.6683,0.0485,-0.0909,True
45,29,31,"(45, 29, 31)",2.32,0.024797,0.6454,0.0735,-0.0865,True
48,45,33,"(48, 45, 33)",2.3193,0.024815,0.6439,0.0875,-0.0682,True
46,36,29,"(46, 36, 29)",2.3166,0.024815,0.6315,0.0841,-0.0348,True
28,48,22,"(28, 48, 22)",2.3201,0.02483,0.6472,0.0701,-0.0589,True
56,73,5,"(56, 73, 5)",2.3169,0.024835,0.6353,0.0703,-0.0746,True
15,24,8,"(15, 24, 8)",2.3261,0.024846,0.6645,0.1391,-0.0243,True
35,43,5,"(35, 43, 5)",-2.3172,0.024853,-0.6379,0.0255,0.1414,False
14,53,10,"(14, 53, 10)",-2.3426,0.024881,-0.6993,-0.0157,0.1211,False
13,42,20,"(13, 42, 20)",2.3202,0.024885,0.6504,0.065,-0.0775,True
16,53,16,"(16, 53, 16)",2.3194,0.024893,0.6482,0.0388,-0.1088,True
50,54,22,"(50, 54, 22)",2.3197,0.024895,0.6494,0.0602,-0.0605,True
57,60,1,"(57, 60, 1)",2.3479,0.024905,0.7094,0.0371,-0.0553,True
15,39,19,"(15, 39, 19)",2.3151,0.024906,0.6313,0.2054,0.0047,True
19,22,14,"(19, 22, 14)",2.3279,0.02491,0.671,0.0876,-0.0532,True
73,37,22,"(73, 37, 22)",2.3149,0.024912,0.6306,0.0256,-0.1588,True
44,69,25,"(44, 69, 25)",2.3138,0.024915,0.6192,0.1294,-0.0353,True
19,28,30,"(19, 28, 30)",2.3181,0.024925,0.5963,0.111,-0.0533,True
26,40,2,"(26, 40, 2)",2.3182,0.02493,0.6463,0.1445,-0.008,True
10,74,20,"(10, 74, 20)",2.3132,0.024949,0.6195,0.1216,-0.0613,True
28,49,31,"(28, 49, 31)",-2.3225,0.024958,-0.6599,0.0082,0.1248,False
21,25,22,"(21, 25, 22)",2.3196,0.02496,0.652,0.0987,-0.0433,True
24,69,8,"(24, 69, 8)",-2.323,0.024963,-0.6613,0.0288,0.1865,False
24,52,10,"(24, 52, 10)",-2.3203,0.024965,-0.6542,0.0011,0.1661,False
27,56,6,"(27, 56, 6)",-2.3148,0.024989,-0.6367,0.011,0.1651,False
19,60,17,"(19, 60, 17)",2.3263,0.024992,0.6702,0.0371,-0.1059,True
15,12,8,"(15, 12, 8)",-2.3152,0.024999,-0.6392,-0.0122,0.1396,False
27,38,4,"(27, 38, 4)",-2.3182,0.025002,-0.6496,0.0025,0.1599,False
49,47,10,"(49, 47, 10)",-2.3145,0.025004,-0.6362,0.125,0.2736,False
41,10,22,"(41, 10, 22)",2.312,0.025023,0.62,0.2054,0.0222,True
28,15,11,"(28, 15, 11)",2.3122,0.025036,0.6099,0.1682,-0.0013,True
55,68,29,"(55, 68, 29)",2.3118,0.025037,0.6198,0.2742,0.1075,True
4,54,26,"(4, 54, 26)",2.3139,0.025042,0.6363,0.0682,-0.0694,True
49,23,24,"(49, 23, 24)",-2.3419,0.025077,-0.7031,0.014,0.1644,False
10,34,28,"(10, 34, 28)",2.3215,0.025103,0.6627,0.0461,-0.1099,True
45,80,28,"(45, 80, 28)",-2.3117,0.025105,-0.6302,0.0943,0.2944,False
7,19,12,"(7, 19, 12)",2.3505,0.025109,0.5648,0.0691,-0.0125,True
23,28,5,"(23, 28, 5)",-2.3249,0.025115,-0.671,-0.0108,0.1217,False
41,49,29,"(41, 49, 29)",-2.3126,0.025124,-0.6364,-0.0619,0.0931,False
1,38,20,"(1, 38, 20)",2.3277,0.025134,0.6777,0.0764,-0.1159,True
20,83,10,"(20, 83, 10)",-2.3322,0.02514,-0.6868,-0.0156,0.151,False
42,52,20,"(42, 52, 20)",-2.3297,0.025151,-0.6822,-0.1041,0.0572,False
30,26,18,"(30, 26, 18)",-2.3097,0.025163,-0.6194,0.222,0.407,False
43,47,23,"(43, 47, 23)",2.31,0.025164,0.624,0.1129,-0.0344,True
16,62,23,"(16, 62, 23)",-2.3131,0.025167,-0.6412,0.0151,0.1778,False
51,20,10,"(51, 20, 10)",2.3189,0.025172,0.6588,0.2473,0.0544,True
52,55,24,"(52, 55, 24)",2.3154,0.025178,0.5919,0.1239,-0.0076,True
56,70,25,"(56, 70, 25)",-2.3357,0.025179,-0.6945,0.0384,0.2169,False
51,52,14,"(51, 52, 14)",-2.3113,0.02518,-0.6346,-0.0312,0.1067,False
63,10,19,"(63, 10, 19)",-2.3134,0.025181,-0.6431,-0.1083,0.0205,False
24,23,26,"(24, 23, 26)",2.3095,0.025187,0.611,0.0881,-0.0335,True
38,33,28,"(38, 33, 28)",-2.3174,0.02519,-0.6555,0.1132,0.3488,False
36,68,20,"(36, 68, 20)",-2.3093,0.025196,-0.6221,-0.03,0.101,False
11,58,11,"(11, 58, 11)",-2.3261,0.02522,-0.6769,-0.0216,0.1401,False
38,20,8,"(38, 20, 8)",2.3165,0.025232,0.6548,0.1317,-0.0374,True
17,11,14,"(17, 11, 14)",-2.3237,0.025243,-0.6726,0.0254,0.1697,False
53,74,20,"(53, 74, 20)",2.3149,0.025244,0.6509,0.0848,-0.0454,True
47,41,16,"(47, 41, 16)",2.3092,0.02525,0.6288,0.1531,-0.0015,True
63,51,21,"(63, 51, 21)",2.3189,0.025257,0.6621,0.1104,-0.0438,True
60,17,4,"(60, 17, 4)",-2.3175,0.025261,-0.6588,0.1518,0.3132,False
7,40,12,"(7, 40, 12)",2.3086,0.025262,0.6258,0.1663,0.0222,True
30,73,18,"(30, 73, 18)",-2.3137,0.025267,-0.6484,0.0285,0.1464,False
63,88,12,"(63, 88, 12)",2.3096,0.025284,0.6341,0.1112,-0.0529,True
3,44,26,"(3, 44, 26)",2.3077,0.025298,0.6232,-0.0089,-0.1536,True
23,49,33,"(23, 49, 33)",2.3079,0.025303,0.6077,0.1006,-0.0502,True
28,39,16,"(28, 39, 16)",2.3257,0.025326,0.6794,0.1531,0.0214,True
56,65,13,"(56, 65, 13)",2.3095,0.02534,0.6377,0.1588,0.0377,True
22,30,29,"(22, 30, 29)",2.3067,0.025343,0.6194,0.1781,0.0052,True
51,55,22,"(51, 55, 22)",2.3111,0.025402,0.6467,0.0591,-0.096,True
25,27,10,"(25, 27, 10)",2.3073,0.025404,0.6321,0.1503,0.0071,True
11,65,17,"(11, 65, 17)",2.3558,0.025414,0.7345,0.0463,-0.1517,True
67,33,30,"(67, 33, 30)",2.3121,0.02542,0.6504,0.0128,-0.123,True
59,68,29,"(59, 68, 29)",2.3139,0.025436,0.656,0.2637,0.1064,True
54,5,16,"(54, 5, 16)",-2.3052,0.025437,-0.6192,0.0569,0.2072,False
29,86,18,"(29, 86, 18)",2.3114,0.025448,0.6497,0.1309,-0.017,True
65,81,7,"(65, 81, 7)",2.3079,0.025452,0.5971,0.0624,-0.0183,True
28,51,12,"(28, 51, 12)",2.3051,0.025453,0.622,0.2011,0.0117,True
49,95,13,"(49, 95, 13)",-2.3291,0.025464,-0.6899,0.1139,0.3079,False
23,33,32,"(23, 33, 32)",2.3062,0.025466,0.6316,0.1363,-0.0427,True
28,56,28,"(28, 56, 28)",2.3189,0.02548,0.6696,0.0746,-0.0576,True
22,28,13,"(22, 28, 13)",2.3209,0.025482,0.6739,0.0529,-0.1094,True
24,46,4,"(24, 46, 4)",2.3157,0.025486,0.5827,0.0491,-0.011,True
17,62,26,"(17, 62, 26)",2.305,0.025486,0.626,0.2482,0.0853,True
49,35,33,"(49, 35, 33)",2.3044,0.02549,0.6105,0.1391,-0.0203,True
53,86,19,"(53, 86, 19)",2.305,0.02549,0.6262,0.1449,-0.0383,True
27,23,14,"(27, 23, 14)",2.3104,0.025503,0.6491,0.104,-0.068,True
49,42,33,"(49, 42, 33)",2.3116,0.025505,0.6527,0.1881,0.0135,True
71,62,18,"(71, 62, 18)",2.3249,0.025513,0.683,0.0876,-0.0718,True
18,50,30,"(18, 50, 30)",2.3078,0.025521,0.6417,0.174,0.0297,True
44,22,23,"(44, 22, 23)",-2.3271,0.025523,-0.6877,0.3218,0.5527,False
24,69,11,"(24, 69, 11)",-2.3452,0.025527,-0.7198,0.0301,0.2188,False
23,41,8,"(23, 41, 8)",-2.3459,0.025552,-0.7217,-0.0139,0.1567,False
20,34,5,"(20, 34, 5)",2.3173,0.025554,0.6684,0.0909,-0.0761,True
65,70,10,"(65, 70, 10)",2.3295,0.025554,0.693,0.0939,-0.0586,True
18,26,14,"(18, 26, 14)",2.3065,0.025568,0.6394,0.1164,-0.0555,True
17,20,2,"(17, 20, 2)",-2.3042,0.025574,-0.6299,0.0751,0.1978,False
19,46,20,"(19, 46, 20)",-2.335,0.025576,-0.7035,-0.0859,0.0547,False
39,24,1,"(39, 24, 1)",-2.3038,0.025579,-0.628,0.1242,0.2611,False
6,37,13,"(6, 37, 13)",2.3027,0.025585,0.614,0.1456,0.0303,True
52,69,19,"(52, 69, 19)",2.3044,0.025588,0.6319,0.0674,-0.0385,True
42,47,1,"(42, 47, 1)",2.3111,0.025592,0.6547,0.0595,-0.053,True
47,36,33,"(47, 36, 33)",2.3033,0.025593,0.626,0.1268,-0.028,True
53,58,19,"(53, 58, 19)",2.3201,0.025603,0.676,0.141,0.0311,True
48,53,12,"(48, 53, 12)",-2.3242,0.025606,-0.6843,-0.0224,0.1627,False
59,9,9,"(59, 9, 9)",-2.3169,0.025622,-0.6698,0.0873,0.261,False
11,38,14,"(11, 38, 14)",2.3358,0.025626,0.7062,0.0679,-0.0754,True
25,53,23,"(25, 53, 23)",2.3019,0.025632,0.6177,0.0473,-0.0666,True
59,87,12,"(59, 87, 12)",2.3033,0.02564,0.6303,0.1165,-0.0058,True
1,38,15,"(1, 38, 15)",2.3203,0.025643,0.6777,0.2063,0.0116,True
24,48,30,"(24, 48, 30)",-2.3027,0.025658,-0.6027,-0.078,0.0369,False
50,13,22,"(50, 13, 22)",2.303,0.025673,0.6318,0.1518,-0.0088,True
3,54,25,"(3, 54, 25)",2.3106,0.025675,0.5843,0.0623,-0.0691,True
46,9,19,"(46, 9, 19)",2.3013,0.025686,0.6219,0.1581,0.0157,True
65,31,14,"(65, 31, 14)",2.3015,0.025687,0.6237,0.0694,-0.0534,True
26,51,9,"(26, 51, 9)",2.3079,0.025694,0.6502,0.1105,-0.0047,True
46,1,19,"(46, 1, 19)",-2.308,0.025753,-0.6529,-0.128,-0.0125,False
74,65,5,"(74, 65, 5)",2.3492,0.025754,0.5583,0.0485,-0.0016,True
55,52,23,"(55, 52, 23)",2.3129,0.025756,0.6652,0.0127,-0.1097,True
21,50,11,"(21, 50, 11)",-2.3235,0.02576,-0.6871,-0.0297,0.1031,False
64,25,17,"(64, 25, 17)",2.3011,0.025761,0.6287,0.1223,-0.0254,True
41,72,23,"(41, 72, 23)",2.3003,0.025771,0.6049,0.0986,-0.0497,True
68,45,24,"(68, 45, 24)",2.3015,0.025775,0.632,0.1112,-0.0197,True
5,25,25,"(5, 25, 25)",-2.3009,0.025785,-0.6297,-0.0487,0.1298,False
43,12,11,"(43, 12, 11)",-2.3061,0.025795,-0.6492,0.1314,0.3151,False
15,40,30,"(15, 40, 30)",2.2996,0.025806,0.6062,0.1323,-0.0244,True
2,49,24,"(2, 49, 24)",2.3058,0.025814,0.5875,0.057,-0.086,True
40,67,17,"(40, 67, 17)",2.3092,0.025816,0.6585,0.0747,-0.0857,True
41,66,22,"(41, 66, 22)",-2.3034,0.025833,-0.6426,-0.068,0.0524,False
8,21,10,"(8, 21, 10)",2.3015,0.025871,0.5942,0.1255,0.0216,True
8,55,21,"(8, 55, 21)",2.3047,0.025874,0.6487,0.0761,-0.0604,True
54,59,19,"(54, 59, 19)",2.2986,0.025875,0.6241,0.1011,-0.0034,True
66,12,22,"(66, 12, 22)",-2.3039,0.025894,-0.5882,-0.0295,0.0152,False
24,25,23,"(24, 25, 23)",2.2988,0.025901,0.628,0.1205,0.0118,True
25,25,0,"(25, 25, 0)",2.3022,0.025905,0.6424,0.0821,-0.0472,True
43,32,0,"(43, 32, 0)",2.3082,0.025909,0.6593,0.264,0.1031,True
67,77,12,"(67, 77, 12)",2.3147,0.025912,0.6739,0.1119,-0.0495,True
60,19,14,"(60, 19, 14)",2.3105,0.025913,0.6648,0.1094,-0.0462,True
53,81,27,"(53, 81, 27)",-2.3053,0.025914,-0.6519,0.1218,0.3109,False
54,26,11,"(54, 26, 11)",-2.3109,0.025916,-0.6658,0.0571,0.2207,False
25,53,8,"(25, 53, 8)",-2.2972,0.025926,-0.6171,0.057,0.1827,False
15,72,20,"(15, 72, 20)",2.2999,0.025943,0.5949,0.1382,-0.0337,True
64,32,29,"(64, 32, 29)",2.3012,0.025959,0.6418,0.0492,-0.0784,True
36,53,17,"(36, 53, 17)",2.3154,0.025962,0.6769,0.2111,0.0396,True
16,34,17,"(16, 34, 17)",2.3018,0.025965,0.6438,0.0758,-0.0581,True
66,73,15,"(66, 73, 15)",2.2964,0.02597,0.6132,0.0946,-0.0782,True
23,28,14,"(23, 28, 14)",2.2984,0.025984,0.6323,0.138,0.0181,True
55,73,24,"(55, 73, 24)",-2.3056,0.025986,-0.6554,0.0223,0.2005,False
62,11,18,"(62, 11, 18)",-2.3038,0.025992,-0.6509,-0.0555,0.1092,False
27,27,20,"(27, 27, 20)",2.312,0.025996,0.6709,0.2531,0.1018,True
9,36,27,"(9, 36, 27)",2.2963,0.026016,0.6044,0.1098,-0.0732,True
28,49,21,"(28, 49, 21)",2.3099,0.026036,0.6674,0.122,-0.0224,True
18,27,2,"(18, 27, 2)",2.3066,0.026039,0.6599,0.1331,-0.03,True
63,21,16,"(63, 21, 16)",2.302,0.026046,0.6483,0.1749,0.0109,True
44,25,15,"(44, 25, 15)",2.296,0.026048,0.6249,0.0485,-0.1272,True
43,26,15,"(43, 26, 15)",2.3086,0.026049,0.665,0.0632,-0.1045,True
44,51,32,"(44, 51, 32)",-2.2963,0.02605,-0.6267,-0.0568,0.0853,False
31,58,24,"(31, 58, 24)",2.2971,0.026065,0.632,0.0287,-0.0891,True
63,66,26,"(63, 66, 26)",2.298,0.026087,0.6371,0.205,0.0464,True
43,71,28,"(43, 71, 28)",2.2945,0.026088,0.6099,0.0774,-0.059,True
13,48,11,"(13, 48, 11)",2.3039,0.026093,0.6551,0.0926,-0.0307,True
48,23,34,"(48, 23, 34)",2.2953,0.026096,0.6252,-0.0063,-0.129,True
55,26,2,"(55, 26, 2)",2.319,0.026097,0.6878,0.1667,0.0339,True
4,59,21,"(4, 59, 21)",2.296,0.026099,0.6293,0.1038,-0.0474,True
19,68,13,"(19, 68, 13)",-2.311,0.026138,-0.673,0.0037,0.1507,False
32,30,15,"(32, 30, 15)",2.2991,0.026142,0.6436,0.2429,0.0507,True
66,81,10,"(66, 81, 10)",-2.3165,0.026151,-0.6843,0.037,0.214,False
4,45,17,"(4, 45, 17)",2.2934,0.026156,0.6151,0.1479,-0.0183,True
24,50,20,"(24, 50, 20)",2.2988,0.026159,0.6437,0.1014,-0.0133,True
36,72,17,"(36, 72, 17)",2.3004,0.026165,0.6486,0.0706,-0.0671,True
54,31,20,"(54, 31, 20)",-2.2932,0.026165,-0.6136,0.0218,0.1445,False
54,80,25,"(54, 80, 25)",-2.3103,0.026168,-0.6723,0.1188,0.3101,False
53,10,27,"(53, 10, 27)",-2.3072,0.026173,-0.6659,-0.0904,0.0635,False
23,34,32,"(23, 34, 32)",2.2933,0.026182,0.6203,0.1358,-0.0368,True
65,34,14,"(65, 34, 14)",2.2928,0.026193,0.6126,0.0904,-0.0552,True
66,55,23,"(66, 55, 23)",2.295,0.026201,0.5961,0.1191,0.0099,True
20,20,1,"(20, 20, 1)",2.295,0.026222,0.6333,0.1044,-0.0284,True
62,66,13,"(62, 66, 13)",2.2942,0.026224,0.6299,0.0375,-0.1501,True
42,56,12,"(42, 56, 12)",2.2941,0.02623,0.6299,0.0935,-0.0581,True
20,47,6,"(20, 47, 6)",2.2978,0.026235,0.6439,0.0862,-0.0213,True
35,36,5,"(35, 36, 5)",-2.3015,0.026263,-0.6554,-0.0082,0.1604,False
63,61,30,"(63, 61, 30)",2.2931,0.026272,0.5985,0.1424,-0.0376,True
52,17,12,"(52, 17, 12)",2.2964,0.026274,0.6412,0.2044,0.0466,True
27,62,22,"(27, 62, 22)",-2.3019,0.026278,-0.6568,0.003,0.1143,False
39,4,11,"(39, 4, 11)",2.2933,0.0263,0.5961,0.1484,0.0072,True
1,51,22,"(1, 51, 22)",2.2943,0.026317,0.6362,0.0551,-0.0783,True
56,31,0,"(56, 31, 0)",2.3002,0.026321,0.6541,0.14,0.0004,True
38,57,14,"(38, 57, 14)",2.2952,0.026321,0.6397,0.0115,-0.1232,True
49,5,11,"(49, 5, 11)",-2.3015,0.026324,-0.6575,0.0803,0.2433,False
51,18,32,"(51, 18, 32)",-2.2989,0.026329,-0.6512,-0.0767,0.0544,False
35,28,12,"(35, 28, 12)",2.2988,0.026335,0.651,0.099,-0.0647,True
29,95,13,"(29, 95, 13)",-2.2966,0.026341,-0.645,0.0402,0.198,False
54,95,9,"(54, 95, 9)",-2.2906,0.026345,-0.6065,-0.065,0.0293,False
20,96,12,"(20, 96, 12)",-2.3144,0.026361,-0.686,-0.0307,0.1495,False
13,26,27,"(13, 26, 27)",-2.2904,0.026386,-0.6225,0.0618,0.2119,False
27,62,8,"(27, 62, 8)",-2.3207,0.026386,-0.6982,-0.0077,0.1587,False
29,60,9,"(29, 60, 9)",2.2971,0.026387,0.6485,0.0703,-0.0879,True
64,16,27,"(64, 16, 27)",2.2904,0.026393,0.6014,0.093,-0.0272,True
35,19,32,"(35, 19, 32)",2.3153,0.026399,0.6887,0.1635,-0.0188,True
71,27,27,"(71, 27, 27)",-2.294,0.026401,-0.6397,-0.0878,0.0711,False
57,82,24,"(57, 82, 24)",2.2901,0.026409,0.6223,0.1359,-0.0659,True
43,60,30,"(43, 60, 30)",2.295,0.02641,0.6432,0.0546,-0.0801,True
17,52,13,"(17, 52, 13)",-2.2939,0.026412,-0.64,-0.0375,0.1126,False
13,29,6,"(13, 29, 6)",2.324,0.026416,0.7049,0.1196,-0.0155,True
50,16,8,"(50, 16, 8)",2.3069,0.026417,0.6725,0.1831,0.0098,True
20,24,23,"(20, 24, 23)",2.2935,0.026441,0.64,0.1507,-0.0013,True
24,24,18,"(24, 24, 18)",-2.3093,0.026455,-0.6786,-0.038,0.1084,False
35,93,17,"(35, 93, 17)",2.2976,0.026466,0.6529,0.3371,0.1546,True
56,66,6,"(56, 66, 6)",2.3055,0.026468,0.6712,0.0677,-0.0472,True
17,17,6,"(17, 17, 6)",2.2932,0.026486,0.641,0.1543,-0.0019,True
21,10,15,"(21, 10, 15)",-2.2903,0.0265,-0.631,0.0671,0.1995,False
64,51,10,"(64, 51, 10)",2.2906,0.026506,0.5932,0.1046,-0.0022,True
8,54,19,"(8, 54, 19)",2.2902,0.026506,0.5945,0.1046,-0.038,True
66,48,18,"(66, 48, 18)",2.2875,0.026524,0.6083,0.1529,-0.0014,True
41,66,21,"(41, 66, 21)",-2.2872,0.02654,-0.6114,-0.0194,0.1116,False
71,40,17,"(71, 40, 17)",2.2896,0.026566,0.6324,0.179,0.0459,True
31,81,18,"(31, 81, 18)",2.3289,0.026595,0.7172,0.1534,0.0117,True
15,52,14,"(15, 52, 14)",2.2955,0.026604,0.6525,0.051,-0.1069,True
55,50,21,"(55, 50, 21)",2.2869,0.026609,0.6216,0.0805,-0.0531,True
31,25,14,"(31, 25, 14)",2.2864,0.026611,0.6048,0.1479,-0.0135,True
57,54,31,"(57, 54, 31)",2.2906,0.026619,0.6389,0.1152,-0.0423,True
28,58,27,"(28, 58, 27)",2.2917,0.02662,0.6424,0.102,-0.0515,True
28,41,18,"(28, 41, 18)",2.2934,0.026631,0.6478,0.1574,0.0138,True
42,78,22,"(42, 78, 22)",2.2908,0.026633,0.6401,0.2317,0.0689,True
41,12,12,"(41, 12, 12)",-2.2949,0.026649,-0.6527,0.1172,0.3032,False
57,25,19,"(57, 25, 19)",2.2959,0.026656,0.6555,0.114,-0.0074,True
19,68,24,"(19, 68, 24)",2.2861,0.026658,0.6214,0.1276,-0.0277,True
48,35,5,"(48, 35, 5)",2.3093,0.026663,0.6843,0.1204,-0.0506,True
17,18,29,"(17, 18, 29)",-2.2856,0.026663,-0.6174,-0.0299,0.165,False
59,37,21,"(59, 37, 21)",-2.2888,0.026668,-0.635,-0.0298,0.0908,False
40,35,16,"(40, 35, 16)",-2.3154,0.026682,-0.696,0.0167,0.2493,False
16,39,17,"(16, 39, 17)",2.2895,0.026688,0.6387,0.0616,-0.0919,True
46,22,4,"(46, 22, 4)",-2.3007,0.026698,-0.6678,0.0082,0.1799,False
23,64,9,"(23, 64, 9)",-2.2863,0.0267,-0.5967,-0.0418,0.1009,False
2,50,23,"(2, 50, 23)",2.2938,0.026705,0.6518,0.0725,-0.0855,True
49,15,23,"(49, 15, 23)",2.2903,0.026708,0.6422,0.0993,-0.0348,True
68,66,6,"(68, 66, 6)",2.3075,0.026719,0.6822,0.1999,0.0166,True
55,19,16,"(55, 19, 16)",-2.3155,0.026719,-0.6971,0.0213,0.1573,False
12,54,11,"(12, 54, 11)",-2.3065,0.026738,-0.6809,-0.0517,0.1116,False
29,79,13,"(29, 79, 13)",2.2908,0.026754,0.6456,0.0825,-0.0289,True
54,22,0,"(54, 22, 0)",2.2839,0.026756,0.6071,0.0779,-0.068,True
29,56,17,"(29, 56, 17)",-2.285,0.026766,-0.6249,-0.0606,0.0671,False
24,56,32,"(24, 56, 32)",-2.2849,0.026778,-0.6249,-0.0435,0.1288,False
12,41,24,"(12, 41, 24)",2.284,0.026793,0.6207,0.0104,-0.127,True
64,66,24,"(64, 66, 24)",2.299,0.026795,0.6671,0.2136,0.0163,True
41,88,19,"(41, 88, 19)",2.2831,0.026808,0.6067,0.3716,0.2077,True
6,24,26,"(6, 24, 26)",-2.293,0.026809,-0.6535,-0.0389,0.1145,False
50,11,27,"(50, 11, 27)",-2.2829,0.026823,-0.6152,-0.0583,0.085,False
21,74,16,"(21, 74, 16)",2.2828,0.026828,0.6059,0.0235,-0.1088,True
39,44,14,"(39, 44, 14)",-2.2861,0.026849,-0.635,-0.0437,0.1028,False
35,30,3,"(35, 30, 3)",2.3002,0.026852,0.6713,0.1663,-0.0139,True
26,23,15,"(26, 23, 15)",2.2856,0.026855,0.6334,0.1134,-0.0308,True
9,34,15,"(9, 34, 15)",2.2871,0.026857,0.5868,0.0844,-0.0553,True
11,24,8,"(11, 24, 8)",2.2965,0.026858,0.6634,0.1893,0.0277,True
46,43,12,"(46, 43, 12)",-2.3187,0.02689,-0.7067,0.001,0.1714,False
40,23,32,"(40, 23, 32)",-2.296,0.026902,-0.6638,0.0215,0.1969,False
29,66,30,"(29, 66, 30)",2.286,0.026923,0.6384,0.1874,0.0414,True
17,66,12,"(17, 66, 12)",2.2995,0.026933,0.6722,0.0794,-0.0676,True
54,85,16,"(54, 85, 16)",2.2808,0.026943,0.6094,0.1452,-0.0047,True
24,23,6,"(24, 23, 6)",-2.2808,0.026946,-0.6114,-0.0011,0.1292,False
42,51,25,"(42, 51, 25)",-2.2889,0.02695,-0.6481,-0.0111,0.1076,False
50,15,13,"(50, 15, 13)",-2.281,0.026953,-0.616,0.0167,0.1418,False
34,15,14,"(34, 15, 14)",2.283,0.026955,0.6286,0.1656,0.0155,True
33,85,19,"(33, 85, 19)",2.289,0.026958,0.6488,0.1549,-0.0008,True
34,67,20,"(34, 67, 20)",2.2856,0.026962,0.6388,0.1062,-0.0408,True
15,62,17,"(15, 62, 17)",2.302,0.026966,0.6781,0.0602,-0.0813,True
52,14,24,"(52, 14, 24)",2.2841,0.026974,0.6341,0.1188,-0.0166,True
70,76,10,"(70, 76, 10)",-2.3011,0.027004,-0.6774,0.0025,0.1612,False
44,14,13,"(44, 14, 13)",2.2799,0.027006,0.6112,0.2828,0.1557,True
4,51,27,"(4, 51, 27)",2.3045,0.027014,0.5645,0.0786,-0.0451,True
16,47,16,"(16, 47, 16)",2.2888,0.027015,0.6501,0.1311,-0.0271,True
53,76,20,"(53, 76, 20)",2.298,0.027015,0.6715,0.1593,-0.0226,True
35,22,24,"(35, 22, 24)",2.2832,0.027024,0.6335,0.4672,0.3083,True
28,18,27,"(28, 18, 27)",-2.2919,0.027044,-0.6588,0.012,0.1465,False
29,20,2,"(29, 20, 2)",-2.2804,0.027061,-0.6239,0.0122,0.1613,False
75,28,24,"(75, 28, 24)",2.2961,0.027064,0.6688,0.0208,-0.084,True
23,53,7,"(23, 53, 7)",2.3134,0.027066,0.7017,0.0674,-0.0664,True
64,36,16,"(64, 36, 16)",2.2847,0.027067,0.6409,0.1001,-0.0391,True
28,33,25,"(28, 33, 25)",-2.2897,0.027075,-0.6548,-0.062,0.0841,False
61,65,11,"(61, 65, 11)",2.2843,0.027089,0.6404,0.0697,-0.0571,True
37,56,12,"(37, 56, 12)",2.2854,0.027093,0.6441,0.1693,0.008,True
63,52,12,"(63, 52, 12)",2.2794,0.027117,0.6228,0.0788,-0.0731,True
41,20,1,"(41, 20, 1)",-2.2891,0.027118,-0.6546,0.1045,0.2706,False
57,37,11,"(57, 37, 11)",2.278,0.027131,0.606,0.1294,-0.032,True
59,36,21,"(59, 36, 21)",-2.2791,0.027131,-0.6224,-0.0086,0.0942,False
42,37,23,"(42, 37, 23)",2.2808,0.027134,0.6305,0.3923,0.2294,True
21,43,15,"(21, 43, 15)",2.2852,0.027143,0.6455,0.0641,-0.086,True
63,79,13,"(63, 79, 13)",2.2817,0.027143,0.6346,0.0718,-0.0831,True
31,58,14,"(31, 58, 14)",2.2816,0.027164,0.635,0.1121,-0.0181,True
